"","text","is_kelas"
"5310.content","in syaa tuhan bapak aniessandi gubernur semua orang semua golong tidak kotak siapa",1
"5311.content","ubah kembali spt dulu agar makin banyak anak bangsa bangkit atau",0
"5312.content","betul alam saya pribadi organisasi spt hasil malah cerai berai",0
"5313.content","bapak bagaimana bagaimana kalah kalian begini",0
"5314.content","tidak laku jual",0
"5315.content","awas tangkap libas hajar tendang",0
"5316.content","bapak saya sempat prihatin waktu bapak copot menteri tnyata bapak memang tidak pantas pimpin",-1
"5317.content","ya harus begitu mayoritas pimpin minoritas",0
"5318.content","menang makan kampanye salam makan sendiri awas",0
"5319.content","demi tuhan anda sudah kalah modal anda hany peci propokasi basa basi sbelum trlambat robah strategi simpati pke hti",0
"5320.content","putar pertama lolos tuhan putar dua menang",0
"5321.content","tim tim rebut suara pemilih lain jangan adu kerbau putar",0
"5322.content","belum nonton besok nonton dulu obrol wib",0
"5323.content","bagaimana kabare bapak",0
"5324.content","harus foto papan tulis hitung tiap tps ngeles kpu kita sate mereka",0
"5325.content","jangan putus asa semangat ya",1
"5326.content","dukung kembali dosen gubernur ahokdjarot maaf ya dki butuh ahokdjarot bukan aniessandi dosen genit",1
"5327.content","siapa oleh emmy hafild",0
"5328.content","tenun bangsa bapak",0
"5329.content","mau ahokdjarot gitu baru cocot pedes sudah serang pake rasis apalg main kepruk ancor sudah",-1
"5330.content","peci indentitas nasional mba ruhut teman nista pake peci jangan lupa coblos peci",0
"5331.content","walah benar sengkuni diri coba gih ngobrol sri mulyani",0
"5332.content","sadar",0
"5333.content","coblos tidak",0
"5334.content","brarti abang mencla mencle",0
"5335.content","cocoklogi gin bapak",0
"5336.content","ingin gubernur watak asli so looo",0
"5337.content","dulu pake topeng kini lihat asli",0
"5338.content","teu rame om panjul daya tarik ap coba ayu tungtung feat raffy amat ath dapet goonnng na",0
"5339.content","digebukin dukung fpi tinggal bilang kita cuma iring kita tidak jalan cadas",0
"5340.content","apa maksud tagar",0
"5341.content","kocak kamu",0
"5342.content","usak tenun bangsa rijek",-1
"5343.content","saya suka bapak aniessandi kata bapak gubernur fpi saya tidak suka fpi baik bagaimana bapak",0
"5344.content","sudah hari peci kandang hujan",0
"5345.content","benak debat pilkada visi misi sebar cerita bhw jika",0
"5346.content","kamu jarang baca ato nonton tipi y ckckck",0
"5347.content","bukti nyata bukan hanya retorika faham kamu",-1
"5348.content","blunder oleh silvy dng info sesat hal pns difabel bukti kayak emak naik motor sein kiri belok kanan",-1
"5349.content","gpp hibur diri sendiri asal jangan buat tipu atau pengaruh",-1
"5350.content","tampak hadir subuh berjamaah",0
"5351.content","selain gagal fokus memang saya jago ngeles",-1
"5352.content","agussylvi agussylvi duga bagi jam rw main belakang ya militer satria",-1
"5353.content","kampung derer sudah bangun tong",-1
"5354.content","contoh halal segala cara bjd gubernur makanya kerja bener don",-1
"5355.content","abang sini bukan gaya atau citra benar ingin ibadah umat is",1
"5356.content","agussylvi agussylvi tidak ingkar janji",0
"5357.content","benak sudah tidak bahan debat pilkada hy sebar cerita bhw",-1
"5358.content","tidak tau pegang",-1
"5359.content","reporter bilang dia belum lihat kurang jeli update ya reporter",0
"5360.content","cegah tutur kata buat luka hati saudara kita kait ya",0
"5361.content","utama sejahtera didik sehat rakyat",0
"5362.content","tidak hanya sbg dengar catat semua keluh kesah gelisah rakyat",0
"5363.content","suek kemaren ngeyel kl debat pengaruh elektabilitas begitu tidak jawab tanya",-1
"5364.content","kayaqnya abang lupa ya sm kasus",-1
"5365.content","asa bapak ahokdjarot muslim ya",1
"5366.content","ya nama mau gubernuh tipu tipu rakyat jakarta satu sudah tidak bs apa",-1
"5367.content","kata santun nyerang ahokdjarot terus mana program warga dki sudah pinter kali fef",-1
"5368.content","abang agussylvi pura pinter",-1
"5369.content","pemimpin hina orang miskin puja kembang",-1
"5370.content","makanya gagal paham debat jkt adu program bukan adu simpati",-1
"5371.content","paslon tidak umpat kata kotor banding paslon sebut adalah",1
"5372.content","lebih bahaya jika umat muslim pilih pemimpin non muslim",-1
"5373.content","puluh demo dengkul lemes dasar sby",-1
"5374.content","demi pilkada segala preman geber opa",-1
"5375.content","mayor ingus apung cagub ya",-1
"5376.content","kita lihat nanti",0
"5377.content","abang jangan bombastis omong kasih salah data mulu",-1
"5378.content","debat harus jangan bawa preman nak",-1
"5379.content","kasus duga nista agama oleh ulah para politikus busuk",-1
"5380.content","orang miskin gaji ribu mending orange biru gaji umr ya",-1
"5381.content","tenda bagus",0
"5382.content","semalem lihat grogi paslon",-1
"5383.content","paslon suka sesat banding housing relocation vertical housing",-1
"5384.content","pasang plg tidak mutu tidak tau apa mau laku cuma janji busuk",-1
"5385.content","cara guna kaum teroris lebih keji drpd cara pakai pki",-1
"5386.content","saya keluarga mendo bapak agussylvi gubernur dki jkt sela masyarakat kecil berhutang budi bapak sby",1
"5387.content","omg masih kayak gin",0
"5388.content","jakarta tidak butuh retorika karya nyata berani tindak memang harus",1
"5389.content","sholat komoditas politik masjid tempat tidak kamu penuh bung",-1
"5390.content","agussylvi agussylvi salat subuh istiqlal bareng serta aksi lewat ketua",0
"5391.content","makan bangku skul jangan rayap",-1
"5392.content","mikir tong kenapa sampai pecat jokowi toil",-1
"5393.content","salat subuh ribu massa masjid istiqlal",0
"5394.content","program ngambang tidak jelas sulit yakin warga pilih diri",-1
"5395.content","masih lihat texbookx bilang luar byasa aneh mw putar ulang tah rkamannya",-1
"5396.content","agussylvi mendem arak mabuk sblm minum",-1
"5397.content","kami sudah buat belum lain pikir",0
"5398.content","bela islam atau bela",-1
"5399.content","jelang sholat subuh berjamaah mesjid istiqlal",0
"5400.content","jelas lbh bringas waktu pilkada sudah mepet sutradara produser tonton makin prihatin",-1
"5401.content","belum bahagia rakyat minimal jangan buat mereka tangis",-1
"5402.content","kampanye",0
"5403.content","dukung preman pst pemimpinnya preman terus apa harap warga preman",-1
"5404.content","coba lihat mata saat nyanyi lagu bangsa r mata tidak fokus depan apa dia pikir",0
"5405.content","tulis buku saat kampanye bukti agussylvi punya intelektual tinggi",0
"5406.content","dsr bloon kamu",-1
"5407.content","kami harap setelah tangga februari kembali merah putih",0
"5408.content","agussylvi asal dongeng pnting nyinyir balkot difabel dperkaryakan tidak prnah ngantor",-1
"5409.content","hoakin",-1
"5410.content","ramah kpd kaum difabel sblumnya tidak prnah trpikir jkt sudah tidak kampung berkat ahokdjarot",1
"5411.content","turut doa semoga abang pemimpin jkt kenang",1
"5412.content","paslon hanya retorika",-1
"5413.content","ubah karakter betul bener bapak seseorg uji karakter ketika posisi tinggi saya tuju ama bapak agussylvi",1
"5414.content","cagub fpi isis laknatuloh mn timses pangeran cekeas kalian buka mata hati masih wktu tobat",-1
"5415.content","jangan mau bohong pakai didoain pendeta nyata calon gubernur agama bukan semua",-1
"5416.content","hbs pilkada gubernur tanding fpi duet zara zetira",0
"5417.content","makanya jangan maen duit kalah tidak sakit bgt",-1
"5418.content","cemen salam jari",-1
"5419.content","kasihan pendeta doain agussylvi tipu kira agussylvi brpihak semua agama bijak",-1
"5420.content","nama mau rebut kuasa segalacara laku kasih bapak ahokdjarot fpi sukses besar kompor",-1
"5421.content","paslon lain ngarang indah bohong asudahlah ya",-1
"5422.content","istri turun koruptor agussylvi penghayal tidak jelas visi misi nggk ngaca l",-1
"5423.content","senang banget saya sudah mulai bicara masalah santun",1
"5424.content","santun fitnah",-1
"5425.content","serius gmna cara beri awas",0
"5426.content","mudaghan shalat subuh tidak rakaat demi bukti dkg sholat subuh roka at ya inget cuma",0
"5427.content","rakyat butuh harap harap bagai pemimpin baru jakarta bukan pemimpin mimpi buruk rakyat",1
"5428.content","gagal phm saya bapak tiap prog hrs milik sistem mampu cegah deteksi koreksi simpang bukan soal curiga tidak",0
"5429.content","sering baca data benar",-1
"5430.content","data kata kata visi misi soal bangun sosial ekonomi",0
"5431.content","hrsnya bapak aniessandi mepet terus mana agussylvi subuh jaga suara stabil",0
"5432.content","indonesia butuh manusia tegas berani bukan fitnah menghimbau tebar huru hara terus",-1
"5433.content","salam hormat kami kami tenaga honorer dki jakarta apa dapat bapak kena",0
"5434.content","mungkin hny karomah orang aksi istiqlal bsk mampu wujud program buat jkt apung dll",-1
"5435.content","astaga mpok silvy mana kutip debat bapak ahokdjarot",-1
"5436.content","abang bagi momen para simpatisan relawan pasca acara debat cagub dki",0
"5437.content","lo jago ngapal gitu ya",-1
"5438.content","ahokdjarot sudah laku kita lanjutin kerja ahokdjarot",1
"5439.content","benar buat gaduh pecah belah ya ngotot anak gubernur jelas",-1
"5440.content","sudah kebelet gubernur shg esensi prtanyan tidak t rjawab kebelet",-1
"5441.content","oce maju usaha bahagia warga",1
"5442.content","nada hadir salat subuh masjid istiqlal",0
"5443.content","karakter ngeles ato licik brsemayam tidak ya tanya apa jwbnya geje",-1
"5444.content","usaha terakir",-1
"5445.content","iya iya",0
"5446.content","hiks ganteng bgt",1
"5447.content","tidak perlu datengin satu rw dikumpulin satu tempat",0
"5448.content","awal blg tidak bklan politik pkai agama dukung pancasila tahu tidak arti bhinneka tunggal tu apa cri muka bsk",-1
"5449.content","bandingin mulu ama kota papua walau didik kalah jawa jauh lebh baik toleran nasionalis",1
"5450.content","massa istiqlal maksud lo",0
"5451.content","debat akhir agussylvi jago",1
"5452.content","data salah mulu bagaimana mau ngadepin jakarta agussylvi agussylvi",-1
"5453.content","maaf ya bapak tolong bapak hormat baca hidup nomor",-1
"5454.content","gajelas x jwban sapa pertnyaannya bapak ahokdjarot bagaimana cara supaya tidak takut m tidak sdkt lo",-1
"5455.content","nonton debat cagub dki bikin emosi nyata pasang pasang hmm ambisi suka",-1
"5456.content","ayo rame ayo",1
"5457.content","akhir mudah mudah atau menang pilkada dki adalah pilih buruk",1
"5458.content","sudah tidak usah hitung detil doi asal ucap",-1
"5459.content","tiap pagi tunggu in warga jkrt antri kasar ahokdjarot cuma koruptor n maling",-1
"5460.content","belum nyagub hrsnya ajar dulu tanya ya jawab jangan pidato jawab suai pe",-1
"5461.content","kalijodo sekarang",1
"5462.content","bicara tidak pakai data ya gitu jeblak penting jawab",-1
"5463.content","pemerintahkinigagal dki perlu pemimpinbaru",0
"5464.content","pemimpin jangan selalu curiga rakyat",0
"5465.content","pandai impersonate vickinisasi cara integritas goodwill",-1
"5466.content","warga jakarta butuh pemimpin baru",1
"5467.content","naik capung",-1
"5468.content","ayo berkah hidup bagi link ikut",0
"5469.content","senam jari tuk yakin saya warga depok sll berdo pilih baik cagub jakarta damai",1
"5470.content","agussylvi maju doa rakyat",1
"5471.content","ulama adalah peran penting",0
"5472.content","ikut tampil gubernur kita debat malam awal sampai visi misi",0
"5473.content","rakyat ingin dapat adil",0
"5474.content","tidak ampun bagi bandarnarkoba",0
"5475.content","semoga kampanye akbar hr mmbwa prubahan mbwa tingkat elektabilitas semoga hr akhir kampanye mbwa hsil slmt brjuang",1
"5476.content","biasa napsu mau gubernur asbun",-1
"5477.content","jangan lupa ngasih tali asih sumbang biaya transportasi kepada korlap ya bilang",-1
"5478.content","lugas papar rapor buruk ahokdjarot",0
"5479.content","setelah amat timbang nilai nyata jam tang jam terbang sangat rendah sekal wawas hanya hafal",-1
"5480.content","kerja kls atas asyik nge twitt para dukung mari kompak tuk damai aza pilih n",0
"5481.content","ngaku nie berkarakter emosi tidak ubah ya abang veteran berkarakter mulia",-1
"5482.content","asal omong tanpa data ya gin",-1
"5483.content","nonton orasi habib rizieq",0
"5484.content","debat kali sudah bukti kepada masyarakat mana janji palsu mana kerja nyata",-1
"5485.content","satak rumah apung hoax kasihan tidak berpendirian tah kita bekas perwira mana jiwa ksatriamu abang",-1
"5486.content","siapa gubernur nanti tetap usut data guru manipulasi dki",0
"5487.content","elektabilitas naik maka turun atau balik mereka rebut segmen pasar",0
"5488.content","tekad kuat menang agussylvi agussylvi",1
"5489.content","jakarta baru harap baru",1
"5490.content","ayo kita satu",1
"5491.content","anda baru bulan trjun politik lawan anda tahun bhkan ahokdjarot pernah kalah dipilgub bangkabelitung dia masih kalah pasti",-1
"5492.content","jangan golput pilih nomor satu",1
"5493.content","sesi interaksi tidak bertanya kepada justru minta dapat",0
"5494.content","ya semoga tidak cakar cakar rebut fpi",-1
"5495.content","andai abang agussylvi sisih detik waktu hati tilik an tim relawan simpatisan gabung pasuruan sedih",0
"5496.content","saya tidak prnh atak rumah apung blh lihat yutub kl samp ktm video mk bukan saya",0
"5497.content","indah indonesia indah jakarta",0
"5498.content","utama sejahtera rakyat",0
"5499.content","generasi muda harus hindar bodoh",0
"5500.content","penting hafal dulu",-1
"5501.content","lawan aniessandi sudah nyiapin diri msuk politik anda hebat anda tenang paling muda paling hebat emosional eq",1
"5502.content","gin siap debat hafal fokus angka puluh ribu lupa realistis or not",-1
"5503.content","kebhinekaan bukan sekedar festival",0
"5504.content","malah masuk universitas ngikutin terus sampai danyon abang hebat lawan abang ahokdjarot sudah masuk politik an",1
"5505.content","debat semua paslon telah baik kurang debat belum",0
